Session ID,UserID,ShowID,Datestamp,,,
SE647,6129369,s6238,2021-12-08,,,
SE648,9510817,s2557,2023-02-15,,,
SE649,3983650,s6833,2023-01-29,,,
SE650,3416453,s3308,2023-04-15,,,
SE651,4922024,s7759,2023-02-13,,,
SE652,9402048,s131,2023-03-12,,,
SE653,3500427,s5214,2021-03-07,,,
SE654,4462728,s419,2023-04-16,,,
SE655,1811959,s2528,2023-04-18,,,
SE656,7288261,s5644,2023-02-06,,,
SE657,7363921,s465,2023-02-08,,,
SE658,1984463,s208,2023-04-19,,,
SE659,7183844,s8426,2023-04-09,,,
SE660,7784503,s3902,2022-01-24,,,
SE661,9495050,s4398,2022-12-27,,,
SE662,793344,s8693,2021-07-08,,,
SE663,7015204,s4369,2023-02-01,,,
SE664,6470576,s6075,2023-04-01,,,
SE665,5268494,s2058,2023-01-28,,,
SE666,5791096,s6921,2023-03-19,,,
SE667,261937,s26,2023-04-15,,,
SE668,3718244,s7728,2023-04-09,,,
SE669,7848149,s3491,2023-04-04,,,
SE670,4955212,s5125,2023-04-14,,,
SE671,8212182,s6929,2022-11-03,,,
SE672,5832094,s7412,2021-09-10,,,
SE673,836500,s4516,2022-08-19,,,
SE674,1808433,s2571,2023-04-12,,,
SE675,287732,s5510,2023-04-15,,,
SE676,8104474,s5138,2023-03-18,,,
SE677,5443674,s863,2023-04-06,,,
SE678,8665328,s1004,2023-04-20,,,
SE679,5210765,s503,2022-10-25,,,
SE680,3568369,s8543,2021-12-08,,,
SE681,1821171,s8304,2020-08-31,,,
SE682,3914240,s2340,2023-04-06,,,
SE683,9597165,s1804,2023-04-20,,,
SE684,3414034,s7395,2022-12-28,,,
SE685,138079,s4803,2023-04-03,,,
SE686,1913695,s5382,2023-04-06,,,
SE687,9891184,s4191,2023-04-09,,,
SE688,6495285,s320,2020-01-11,,,
SE689,8961105,s6571,2023-01-02,,,
SE690,9061166,s629,2023-02-08,,,
SE691,6439950,s553,2023-03-26,,,
SE692,9661823,s1450,2023-01-12,,,
SE693,6198503,s1328,2023-04-17,,,
SE694,8794376,s8336,2023-03-29,,,
SE695,7152886,s2581,2023-02-21,,,
SE696,2064301,s7664,2023-04-20,,,
SE697,9925028,s1403,2023-03-30,,,
SE698,4782674,s5498,2018-09-06,,,
SE699,2643104,s4028,2023-04-12,,,
SE700,9404271,s19,2023-04-18,,,
SE701,5681449,s7847,2023-04-04,,,
SE702,3652425,s7146,2022-01-15,,,
SE703,8665328,s1914,2023-04-18,,,
SE704,8131437,s8173,2021-07-08,,,
SE705,2210973,s5026,2022-12-14,,,
SE706,2933565,s7257,2023-02-23,,,
SE707,309361,s8564,2022-08-15,,,
SE708,8882557,s2541,2023-03-09,,,
SE709,3897727,s7607,2023-03-25,,,
SE710,6266394,s3940,2022-01-01,,,
SE711,2931144,s5840,2023-03-24,,,
SE712,5858786,s6711,2022-01-14,,,
SE713,3701509,s4969,2023-04-06,,,
SE714,697281,s5870,2023-03-01,,,
SE715,6993086,s5315,2023-03-17,,,
SE716,3524591,s3391,2023-04-16,,,
SE717,2832785,s371,2023-03-22,,,
SE718,7539110,s521,2021-05-05,,,
SE719,466050,s4691,2023-04-20,,,
SE720,5711055,s2938,2023-03-20,,,
SE721,5941940,s2096,2022-03-14,,,
SE722,4591141,s8364,2023-04-01,,,
SE723,6260555,s3557,2023-03-30,,,
SE724,726686,s8422,2023-04-20,,,
SE725,3412339,s4160,2023-02-13,,,
SE726,1659694,s3665,2023-04-20,,,
SE727,494588,s8696,2023-04-14,,,
SE728,3966502,s624,2017-12-11,,,
SE729,9964676,s8608,2021-02-08,,,
SE730,6291413,s2246,2022-11-29,,,
SE731,7050127,s8530,2019-05-21,,,
SE732,8864645,s6290,2022-03-23,,,
SE733,3950400,s3632,2021-08-13,,,
SE734,5092487,s1110,2023-04-11,,,
SE735,6163625,s3875,2023-04-10,,,
SE736,7107187,s8416,2022-12-21,,,
SE737,1651989,s7069,2022-09-02,,,
SE738,6978293,s5002,2023-01-05,,,
SE739,7659528,s5611,2021-06-19,,,
SE740,3657459,s7034,2022-05-31,,,
SE741,3999563,s4738,2021-07-27,,,
SE742,7873190,s207,2023-04-02,,,
SE743,5171088,s5083,2023-04-05,,,
SE744,3063080,s2894,2023-04-20,,,
SE745,5860467,s3365,2023-02-02,,,
SE746,9729331,s2924,2022-01-13,,,
SE747,7614382,s4198,2023-04-19,,,
SE748,1408839,s3609,2022-02-06,,,
SE749,1531881,s2504,2020-08-08,,,
SE750,1397752,s3593,2023-03-08,,,
SE751,2567627,s1275,2021-12-04,,,
SE752,3000353,s4127,2023-03-07,,,
SE753,9227349,s2962,2023-03-26,,,
SE754,9756097,s6493,2023-04-16,,,
SE755,875786,s6790,2023-04-13,,,
SE756,3621665,s2298,2023-04-12,,,
SE757,9706478,s2399,2021-07-21,,,
SE758,372929,s3469,2023-02-09,,,
SE759,256346,s506,2023-04-20,,,
SE760,4210771,s4257,2021-05-17,,,
SE761,76258,s4804,2020-03-23,,,
SE762,2629774,s2223,2023-02-11,,,
SE763,9548892,s4284,2022-06-16,,,
SE764,1226985,s718,2023-03-25,,,
SE765,6405269,s7240,2023-02-13,,,
SE766,8811202,s5259,2023-03-10,,,
SE767,9210962,s3426,2020-03-07,,,
SE768,5671034,s6762,2020-04-08,,,
SE769,4285043,s2855,2023-04-10,,,
SE770,7730270,s401,2023-04-10,,,
SE771,3773660,s5053,2022-11-08,,,
SE772,4823508,s8116,2022-07-05,,,
SE773,7389514,s396,2023-02-21,,,
SE774,3058604,s8304,2023-02-19,,,
SE775,3979808,s4834,2022-04-28,,,
SE776,8922814,s4135,2020-09-25,,,
SE777,5782411,s7446,2022-11-22,,,
SE778,4458021,s7369,2020-09-07,,,
SE779,2499771,s6096,2023-03-18,,,
SE780,7659760,s7315,2023-04-20,,,
SE781,7096738,s5817,2023-03-30,,,
SE782,3529384,s7667,2023-03-28,,,
SE783,9054356,s5907,2023-03-19,,,
SE784,3107176,s3939,2021-05-08,,,
SE785,2515430,s5599,2022-09-16,,,
SE786,3682765,s4360,2023-02-18,,,
SE787,202946,s2530,2023-04-19,,,
SE788,8245391,s8652,2022-02-02,,,
SE789,8260015,s8511,2023-01-17,,,
SE790,7484040,s5415,2023-04-20,,,
SE791,1856879,s5865,2020-08-03,,,
SE792,4428234,s6488,2022-06-29,,,
SE793,9698514,s7794,2023-03-30,,,
SE794,2016552,s3505,2022-12-15,,,
SE795,6774113,s1924,2023-02-04,,,
SE796,2965167,s6408,2018-09-26,,,
SE797,7422032,s8569,2023-03-26,,,
SE798,6564153,s361,2023-04-18,,,
SE799,1537999,s397,2021-06-26,,,
SE800,6835292,s383,2023-04-19,,,
SE801,8677039,s3525,2023-03-24,,,
SE802,5862911,s1929,2023-03-06,,,
SE803,9378552,s1076,2023-02-04,,,
SE804,4611842,s1518,2023-03-10,,,
SE805,8184144,s7376,2020-03-28,,,
SE806,5903488,s2511,2023-04-11,,,
SE807,6543486,s8450,2020-07-01,,,
SE808,6472218,s1752,2023-03-25,,,
SE809,8779221,s6989,2023-04-15,,,
SE810,4244347,s1319,2023-04-19,,,
SE811,3461777,s3764,2022-08-04,,,
SE812,9227349,s684,2023-02-21,,,
SE813,9892231,s5725,2023-02-13,,,
SE814,5585172,s3819,2023-02-05,,,
SE815,2107020,s1569,2023-04-18,,,
SE816,2720184,s7848,2023-03-18,,,
SE817,6879120,s4224,2020-08-19,,,
SE818,3890363,s7268,2023-04-08,,,
SE819,4831903,s6693,2023-04-16,,,
SE820,1847154,s3256,2020-05-01,,,
SE821,9727914,s2876,2023-03-10,,,
SE822,5688189,s6566,2023-04-19,,,
SE823,2236653,s4650,2023-03-30,,,
SE824,7015204,s7392,2023-03-26,,,
SE825,3833869,s3065,2023-03-01,,,
SE826,1499473,s8143,2023-04-19,,,
SE827,6331679,s1068,2022-10-07,,,
SE828,39455,s6273,2023-03-26,,,
SE829,3009258,s8454,2023-02-10,,,
SE830,5128690,s2639,2022-07-06,,,
SE831,6976105,s1449,2023-03-12,,,
SE832,5018658,s7177,2021-09-30,,,
SE833,7584763,s2318,2023-03-29,,,
SE834,7896050,s328,2023-02-11,,,
SE835,2563585,s6796,2023-04-07,,,
SE836,1142908,s3629,2023-02-21,,,
SE837,1594517,s1209,2022-11-24,,,
SE838,1484457,s5758,2023-01-20,,,
SE839,3854596,s17,2023-04-14,,,
SE840,7343929,s6486,2023-03-18,,,
SE841,3791723,s8402,2023-03-30,,,
SE842,795391,s7917,2023-03-03,,,
SE843,7882524,s3604,2023-04-20,,,
SE844,4311933,s5230,2023-02-27,,,
SE845,2031638,s8584,2023-04-07,,,
SE846,7024909,s8565,2022-07-16,,,
SE847,2423147,s6183,2023-04-16,,,
SE848,6613526,s7156,2022-11-21,,,
SE849,586639,s465,2023-01-02,,,
SE850,6262727,s8752,2023-04-18,,,
SE851,9008208,s199,2023-04-07,,,
SE852,5075643,s656,2023-04-12,,,
SE853,5636134,s3035,2021-12-07,,,
SE854,1811959,s2990,2023-04-13,,,
SE855,5844760,s4910,2023-04-12,,,
SE856,336942,s6194,2022-10-25,,,
SE857,27165,s1018,2023-02-21,,,
SE858,4154029,s1506,2023-03-16,,,
SE859,4179833,s22,2023-03-27,,,
SE860,5585811,s7427,2023-03-23,,,
SE861,9838832,s3730,2023-04-17,,,
SE862,3413153,s763,2023-02-26,,,
SE863,9838832,s3583,2023-04-04,,,
SE864,8864788,s7633,2022-11-19,,,
SE865,3832531,s2071,2021-09-13,,,
SE866,8344759,s890,2023-04-13,,,
SE867,2527780,s8294,2023-04-04,,,
SE868,3077253,s1157,2023-02-21,,,
SE869,9750196,s478,2022-07-27,,,
SE870,7136497,s1102,2023-03-12,,,
SE871,7203866,s5976,2023-04-07,,,
SE872,1330116,s3387,2023-02-12,,,
SE873,6511204,s5036,2022-07-12,,,
SE874,1465986,s7757,2023-03-07,,,
SE875,567732,s7463,2023-03-10,,,
SE876,4128799,s7809,2022-10-16,,,
SE877,1698538,s4044,2023-04-07,,,
SE878,5771408,s1942,2023-04-20,,,
SE879,4023317,s5448,2023-03-22,,,
SE880,2895978,s2668,2023-04-11,,,
SE881,4470185,s8030,2023-04-10,,,
SE882,7975970,s4513,2022-11-23,,,
SE883,6455360,s6935,2019-07-27,,,
SE884,9408870,s6711,2022-07-08,,,
SE885,4076819,s4645,2023-04-09,,,
SE886,3951584,s6480,2023-04-18,,,
SE887,7240294,s3225,2023-03-14,,,
SE888,80306,s5615,2023-03-22,,,
SE889,5075431,s3326,2022-06-09,,,
SE890,6442914,s6111,2023-03-01,,,
SE891,5866259,s1980,2023-04-15,,,
SE892,4023242,s8399,2022-12-24,,,
SE893,2931144,s551,2023-04-04,,,
SE894,8957486,s677,2023-04-19,,,
SE895,8669313,s5412,2022-11-06,,,
SE896,9165771,s2450,2023-04-16,,,
SE897,5502505,s663,2023-02-17,,,
SE898,7775775,s3894,2022-10-25,,,
SE899,3416453,s5361,2023-04-19,,,
SE900,9506270,s7628,2021-02-04,,,
SE901,6844892,s5036,2023-04-19,,,
SE902,4352608,s5449,2022-11-07,,,
SE903,8294390,s7507,2022-12-13,,,
SE904,653931,s4487,2023-02-24,,,
SE905,6877660,s7188,2023-02-27,,,
SE906,6134476,s6107,2023-04-11,,,
SE907,5688189,s165,2023-04-20,,,
SE908,4193445,s5499,2023-03-28,,,
SE909,2646587,s900,2023-04-18,,,
SE910,8420133,s5711,2023-04-10,,,
SE911,368725,s6437,2023-04-19,,,
SE912,5308348,s7537,2021-12-30,,,
SE913,7081428,s2837,2020-11-14,,,
SE914,6927306,s6188,2023-04-02,,,
SE915,4264168,s1789,2023-04-12,,,
SE916,638793,s3382,2022-11-28,,,
SE917,1481138,s2519,2023-01-15,,,
SE918,5860979,s611,2020-04-08,,,
SE919,3711542,s4658,2021-05-22,,,
SE920,1495958,s4534,2023-04-04,,,
SE921,4451447,s8039,2023-03-21,,,
SE922,3176257,s5190,2022-10-15,,,
SE923,9848691,s2610,2021-07-08,,,
SE924,1859233,s2375,2021-09-03,,,
SE925,5052516,s2428,2022-06-11,,,
SE926,8228658,s877,2023-02-11,,,
SE927,4857899,s1521,2023-04-02,,,
SE928,5970464,s4675,2019-01-15,,,
SE929,2681167,s1698,2023-02-18,,,
SE930,1736249,s4154,2023-04-11,,,
SE931,9613797,s99,2023-04-05,,,
SE932,1539129,s4820,2023-03-25,,,
SE933,144202,s3444,2022-04-30,,,
SE934,7962722,s1760,2022-07-29,,,
SE935,3656865,s4249,2023-03-31,,,
SE936,7872431,s5762,2022-04-23,,,
SE937,18846,s2540,2022-06-25,,,
SE938,7108820,s1564,2023-04-09,,,
SE939,9038433,s2891,2023-03-22,,,
SE940,4758974,s7729,2023-02-04,,,
SE941,5510932,s1671,2023-03-05,,,
SE942,8830001,s3554,2020-11-18,,,
SE943,6817499,s956,2023-03-11,,,
SE944,9573369,s4369,2023-03-29,,,
SE945,1115399,s1193,2022-09-27,,,
SE946,4980579,s355,2023-03-06,,,
SE947,2569278,s3846,2022-09-15,,,
SE948,3854596,s4264,2023-04-16,,,
SE949,9960600,s2201,2021-08-21,,,
SE950,7613663,s2326,2023-04-07,,,
SE951,8375918,s904,2023-03-31,,,
SE952,382364,s7976,2023-03-14,,,
SE953,1183435,s5687,2022-06-12,,,
SE954,9794945,s6671,2023-04-18,,,
SE955,6495314,s2203,2021-03-12,,,
SE956,1656362,s4416,2023-03-14,,,
SE957,6790065,s3982,2023-04-12,,,
SE958,1814556,s3383,2020-12-29,,,
SE959,8408811,s7838,2021-07-14,,,
SE960,3889357,s6322,2021-10-15,,,
SE961,6489754,s8279,2023-02-10,,,
SE962,1802883,s1809,2021-02-06,,,
SE963,9850070,s3002,2023-04-03,,,
SE964,7633911,s1819,2022-06-10,,,
SE965,4352608,s511,2022-04-07,,,
SE966,8180156,s1524,2023-03-19,,,
SE967,5210731,s6405,2019-06-15,,,
SE968,7329637,s3574,2023-03-19,,,
SE969,5499793,s5249,2021-06-14,,,
SE970,6941225,s7593,2021-01-07,,,
SE971,3250885,s3324,2020-01-12,,,
SE972,1066922,s2396,2023-03-11,,,
SE973,4073698,s7562,2023-03-09,,,
SE974,3536103,s6738,2023-04-17,,,
SE975,2101816,s8100,2022-12-24,,,
SE976,616444,s3920,2023-02-04,,,
SE977,1225820,s512,2019-08-26,,,
SE978,9023746,s7085,2023-03-27,,,
SE979,3704025,s5061,2023-04-16,,,
SE980,4548724,s4941,2022-10-06,,,
SE981,6962579,s202,2022-09-20,,,
SE982,5416276,s8412,2023-03-25,,,
SE983,7419142,s653,2019-09-02,,,
SE984,9563532,s2744,2023-04-08,,,
SE985,5428551,s6675,2023-01-07,,,
SE986,6511659,s6146,2021-01-21,,,
SE987,1917549,s751,2023-04-16,,,
SE988,5509113,s7427,2023-04-05,,,
SE989,3807044,s7363,2020-10-20,,,
SE990,8541968,s5866,2023-04-16,,,
SE991,799916,s7396,2023-03-27,,,
SE992,2672893,s1680,2023-04-16,,,
SE993,2445537,s7925,2021-07-26,,,
SE994,1658504,s420,2022-01-16,,,
SE995,6817499,s6813,2023-04-18,,,
SE996,749116,s4172,2023-04-15,,,
SE997,9133383,s84,2023-04-17,,,
SE998,1789095,s6577,2022-07-02,,,
SE999,586639,s4250,2019-06-22,,,
SE1000,765201,s1444,2022-06-02,,,
SE1001,6591736,s2580,2023-04-20,,,
SE1002,677152,s7705,2023-04-08,,,
SE1003,4087196,s130,2023-02-03,,,
SE1004,6605824,s4168,2022-01-14,,,
SE1005,5519677,s7045,2021-11-28,,,
SE1006,377581,s2145,2022-10-22,,,
SE1007,586019,s8576,2017-07-28,,,
SE1008,4868063,s4306,2023-01-03,,,
SE1009,4524225,s2096,2023-03-16,,,
SE1010,6198503,s3891,2023-04-16,,,
SE1011,3629184,s3775,2023-04-14,,,
SE1012,9276461,s7435,2020-06-17,,,
SE1013,1732236,s7066,2020-12-06,,,
SE1014,7437508,s797,2023-03-26,,,
SE1015,5296879,s1614,2023-04-16,,,
SE1016,9899168,s7502,2023-04-17,,,
SE1017,9810361,s3073,2023-03-02,,,
SE1018,6042613,s7975,2021-02-20,,,
SE1019,7543776,s5611,2023-02-27,,,
SE1020,8764497,s3391,2023-03-06,,,
SE1021,3590065,s1674,2023-04-02,,,
SE1022,9032823,s8006,2023-04-15,,,
SE1023,6413564,s3781,2023-04-17,,,
SE1024,937927,s4299,2023-04-08,,,
SE1025,438580,s1132,2021-09-02,,,
SE1026,5066606,s5011,2023-04-15,,,
SE1027,9759180,s8806,2023-04-20,,,
SE1028,6973994,s8276,2019-10-01,,,
SE1029,5303058,s190,2023-03-20,,,
SE1030,5213900,s5803,2019-09-02,,,
SE1031,6605824,s6996,2020-02-25,,,
SE1032,2334747,s1555,2022-02-06,,,
SE1033,258561,s5520,2023-01-07,,,
SE1034,8034346,s8102,2023-04-11,,,
SE1035,3951584,s7359,2023-02-24,,,
SE1036,940575,s1753,2021-11-25,,,
SE1037,5084694,s7357,2022-10-22,,,
SE1038,2720011,s7101,2022-04-07,,,
SE1039,9495050,s6348,2023-02-12,,,
SE1040,1392828,s4240,2020-12-05,,,
SE1041,9058050,s4453,2022-04-09,,,
SE1042,5151566,s2652,2023-04-19,,,
SE1043,5210765,s316,2022-02-16,,,
SE1044,4285655,s7844,2022-09-01,,,
SE1045,3155211,s7688,2023-04-09,,,
SE1046,5335157,s6121,2023-04-15,,,
SE1047,7305114,s7065,2023-02-27,,,
SE1048,5901205,s1987,2022-01-23,,,
SE1049,6382157,s584,2021-04-17,,,
SE1050,8785009,s1731,2023-04-05,,,
SE1051,5565176,s3667,2023-04-06,,,
SE1052,4956465,s2916,2023-04-18,,,
SE1053,4204417,s8197,2020-11-23,,,
SE1054,7794750,s8083,2021-10-08,,,
SE1055,9632459,s4589,2023-04-18,,,
SE1056,4186524,s8396,2023-03-17,,,
SE1057,1596606,s2201,2022-10-01,,,
SE1058,3589544,s1095,2022-11-05,,,
SE1059,8808619,s7848,2023-03-02,,,
SE1060,1023163,s7701,2022-08-17,,,
SE1061,9210962,s1870,2021-03-15,,,
SE1062,299660,s6095,2018-12-24,,,
SE1063,7283556,s1435,2023-03-29,,,
SE1064,3200937,s3787,2022-04-07,,,
SE1065,9800309,s571,2022-07-09,,,
SE1066,7820185,s1581,2023-01-06,,,
SE1067,2164645,s8481,2023-04-20,,,
SE1068,749748,s5278,2022-11-17,,,
SE1069,2109951,s4577,2023-04-09,,,
SE1070,6349273,s3294,2020-05-28,,,
SE1071,9315166,s4947,2023-04-04,,,
SE1072,2998061,s5013,2023-02-12,,,
SE1073,5860979,s8806,2021-05-20,,,
SE1074,283554,s7492,2023-03-15,,,
SE1075,56442,s115,2021-11-18,,,
SE1076,8576766,s2658,2023-01-21,,,
SE1077,8279880,s7931,2022-08-07,,,
SE1078,5806587,s3944,2023-02-28,,,
SE1079,7921309,s4538,2023-04-18,,,
SE1080,5054922,s271,2022-02-16,,,
SE1081,6613526,s922,2021-12-24,,,
SE1082,709603,s1322,2023-03-30,,,
SE1083,2241197,s8224,2023-03-24,,,
SE1084,3928186,s8760,2023-03-01,,,
SE1085,550049,s4787,2023-04-11,,,
SE1086,5210336,s97,2023-04-11,,,
SE1087,8324374,s4584,2023-03-28,,,
SE1088,5710538,s6055,2020-07-24,,,
SE1089,6291413,s5519,2023-03-08,,,
SE1090,6331679,s4186,2023-02-03,,,
SE1091,3107176,s3147,2023-03-25,,,
SE1092,6173714,s973,2021-12-05,,,
SE1093,1306438,s8629,2022-08-16,,,
SE1094,7339086,s2072,2023-04-17,,,
SE1095,3621665,s7690,2023-03-22,,,
SE1096,3326458,s508,2023-03-04,,,
SE1097,1078632,s3812,2023-04-17,,,
SE1098,8667036,s7934,2023-02-01,,,
SE1099,8977119,s7235,2020-12-03,,,
SE1100,5416558,s6804,2023-03-27,,,
SE1101,3295266,s1191,2022-03-11,,,
SE1102,5499793,s1808,2021-08-24,,,
SE1103,1071058,s3425,2023-03-28,,,
SE1104,9062778,s6811,2023-04-17,,,
SE1105,9161902,s843,2022-08-24,,,
SE1106,438580,s6838,2020-08-30,,,
SE1107,2015202,s3949,2023-01-29,,,
SE1108,4801377,s6592,2018-08-29,,,
SE1109,4128799,s8484,2022-10-05,,,
SE1110,6475100,s839,2023-03-10,,,
SE1111,1756621,s560,2023-03-11,,,
SE1112,4654131,s7558,2023-01-15,,,
SE1113,5868643,s8351,2023-04-08,,,
SE1114,871495,s7088,2023-04-18,,,
SE1115,9912490,s4123,2022-01-24,,,
SE1116,6349755,s2209,2023-03-04,,,
SE1117,8355176,s8154,2023-04-12,,,
SE1118,6236589,s1471,2023-03-21,,,
SE1119,5502505,s1106,2023-02-18,,,
SE1120,1422249,s563,2023-04-14,,,
SE1121,9407126,s7583,2023-02-26,,,
SE1122,3984005,s295,2022-11-26,,,
SE1123,6701899,s377,2021-06-15,,,
SE1124,3970733,s5676,2023-03-27,,,
SE1125,6445869,s3891,2023-02-13,,,
SE1126,7896050,s4181,2023-04-08,,,
SE1127,1306438,s7393,2021-02-01,,,
SE1128,596750,s6717,2023-03-08,,,
SE1129,7470822,s132,2021-06-15,,,
SE1130,8881403,s2433,2023-03-06,,,
SE1131,3018559,s3338,2023-03-22,,,
SE1132,179063,s6404,2023-04-13,,,
SE1133,7594470,s4464,2023-04-02,,,
SE1134,5009904,s8005,2023-04-04,,,
SE1135,34549,s3153,2023-03-13,,,
SE1136,4453679,s8163,2020-03-17,,,
SE1137,1992168,s4015,2023-02-16,,,
SE1138,8230613,s4755,2023-04-16,,,
SE1139,3971462,s1310,2023-03-09,,,
SE1140,9097402,s8654,2023-04-01,,,
SE1141,7444759,s7596,2023-04-19,,,
SE1142,7495081,s5726,2023-04-09,,,
SE1143,7681096,s393,2023-02-22,,,
SE1144,6593336,s3086,2021-02-24,,,
SE1145,5844760,s1355,2023-04-19,,,
SE1146,4921468,s53,2023-04-09,,,
SE1147,2019471,s195,2022-12-13,,,
SE1148,9825667,s4615,2023-03-16,,,
SE1149,2646587,s4531,2023-03-27,,,
SE1150,519238,s3202,2023-03-23,,,
SE1151,4758974,s2006,2023-04-06,,,
SE1152,6226331,s2715,2023-03-27,,,
SE1153,1488533,s5808,2023-02-17,,,
SE1154,6247408,s1057,2022-08-18,,,
SE1155,3557105,s4854,2023-03-03,,,
SE1156,3323454,s5497,2023-02-27,,,
SE1157,9408870,s2443,2022-04-24,,,
SE1158,4702503,s4885,2019-10-04,,,
SE1159,1034276,s3743,2021-11-23,,,
SE1160,4940112,s2327,2023-02-14,,,
SE1161,488555,s958,2022-06-07,,,
SE1162,3525394,s5003,2023-04-19,,,
SE1163,8715452,s5118,2022-11-08,,,
SE1164,9530067,s159,2023-04-18,,,
SE1165,6256907,s2631,2023-04-19,,,
SE1166,7747283,s6178,2022-10-17,,,
SE1167,6220615,s2796,2023-03-29,,,
SE1168,5809928,s6610,2022-12-02,,,
SE1169,38637,s7393,2023-04-18,,,
SE1170,3748126,s512,2023-04-15,,,
SE1171,717663,s4625,2023-04-15,,,
SE1172,726686,s6091,2023-04-13,,,
SE1173,2948632,s5791,2023-03-09,,,
SE1174,1991108,s3301,2023-04-11,,,
SE1175,3929795,s1221,2023-01-15,,,
SE1176,8492595,s1212,2022-03-27,,,
SE1177,7426409,s7330,2022-11-06,,,
SE1178,174438,s3758,2022-04-21,,,
SE1179,3640083,s2282,2021-10-04,,,
SE1180,5476592,s5412,2023-04-02,,,
SE1181,6660347,s4874,2023-04-12,,,
SE1182,6525570,s5367,2022-07-15,,,
SE1183,9358734,s8642,2023-04-03,,,
SE1184,1997773,s7963,2022-07-02,,,
SE1185,8399824,s5223,2020-04-02,,,
SE1186,2065766,s2526,2023-04-19,,,
SE1187,4866511,s8511,2023-04-10,,,
SE1188,5496046,s1968,2023-02-27,,,
SE1189,6776152,s3245,2023-04-14,,,
SE1190,1895456,s2428,2023-03-30,,,
SE1191,538918,s218,2023-02-20,,,
SE1192,6628497,s7884,2021-12-10,,,
SE1193,8162734,s4519,2019-05-16,,,
SE1194,3832531,s2898,2021-09-24,,,
SE1195,4076268,s80,2022-02-06,,,
SE1196,67670,s5220,2022-08-29,,,
SE1197,3874162,s2418,2020-06-23,,,
SE1198,9097217,s64,2023-02-03,,,
SE1199,7166441,s2736,2023-02-25,,,
SE1200,244988,s7580,2023-03-31,,,
SE1201,7643795,s7094,2023-02-10,,,
SE1202,5335788,s1473,2023-01-28,,,
SE1203,1556337,s5403,2023-04-07,,,
SE1204,1934778,s2865,2023-02-15,,,
SE1205,7240294,s185,2023-03-26,,,
SE1206,6299194,s3176,2023-04-01,,,
SE1207,3272651,s4195,2022-09-30,,,
SE1208,2674531,s2987,2023-02-24,,,
SE1209,2714418,s4426,2023-03-27,,,
SE1210,3709200,s41,2023-03-28,,,
SE1211,6726303,s6967,2023-04-07,,,
SE1212,1673071,s4406,2023-04-15,,,
SE1213,5868643,s6537,2023-04-07,,,
SE1214,3316902,s1521,2022-08-18,,,
SE1215,8633845,s6472,2023-03-27,,,
SE1216,6958597,s1772,2023-02-10,,,
SE1217,591702,s2280,2023-04-11,,,
SE1218,5393067,s7919,2023-04-20,,,
SE1219,2445537,s8771,2022-12-05,,,
SE1220,675162,s1560,2022-03-15,,,
SE1221,7428293,s4492,2020-12-07,,,
SE1222,4579253,s8735,2021-01-09,,,
SE1223,1988926,s7432,2023-04-10,,,
SE1224,1681614,s6719,2022-10-29,,,
SE1225,3054136,s6176,2023-04-20,,,
SE1226,3592690,s3601,2023-02-25,,,
SE1227,505635,s1590,2023-03-02,,,
SE1228,7742217,s6992,2023-04-14,,,
SE1229,5494138,s4047,2023-04-07,,,
SE1230,5878693,s3716,2023-02-26,,,
SE1231,5165188,s6018,2023-04-12,,,
SE1232,6787998,s6411,2023-03-12,,,
SE1233,6858387,s7100,2022-02-17,,,
SE1234,940575,s8114,2021-11-19,,,
SE1235,5333646,s6064,2023-04-14,,,
SE1236,2654921,s7453,2023-04-01,,,
SE1237,6349378,s2643,2023-03-12,,,
SE1238,6990501,s5609,2020-06-29,,,
SE1239,2901429,s349,2022-10-08,,,
SE1240,5786321,s5238,2023-03-22,,,
SE1241,4642244,s2655,2023-03-05,,,
SE1242,7768502,s5051,2023-03-25,,,
SE1243,1954578,s6437,2023-04-19,,,
SE1244,6173714,s5417,2023-01-23,,,
SE1245,589344,s3650,2023-04-08,,,
SE1246,8618897,s3822,2023-03-17,,,
SE1247,583222,s3242,2022-07-09,,,
SE1248,2448475,s943,2023-04-20,,,
SE1249,3709074,s1349,2023-02-21,,,
SE1250,9450352,s5757,2023-02-04,,,
SE1251,2277130,s530,2023-01-17,,,
SE1252,9706478,s7421,2021-01-16,,,
SE1253,405020,s6689,2023-03-19,,,
SE1254,1028608,s5402,2023-02-14,,,
SE1255,1233335,s679,2019-02-08,,,
SE1256,818871,s1953,2023-03-20,,,
SE1257,9695484,s4864,2023-04-14,,,
SE1258,5236824,s7852,2023-03-31,,,
SE1259,1686213,s2671,2023-03-13,,,
SE1260,2839253,s7847,2023-02-11,,,
SE1261,8446431,s7215,2023-04-16,,,
SE1262,9177349,s8073,2023-04-03,,,
SE1263,4115474,s2026,2023-02-27,,,
SE1264,3171619,s8146,2023-04-19,,,
SE1265,8618897,s1586,2023-03-20,,,
SE1266,1059145,s1506,2023-02-17,,,
SE1267,4526976,s222,2023-03-21,,,
SE1268,3277334,s1725,2021-07-22,,,
SE1269,3396290,s4667,2023-04-20,,,
SE1270,5862911,s2687,2022-11-21,,,
SE1271,6307530,s6232,2020-02-24,,,
SE1272,7595578,s3385,2020-06-08,,,
SE1273,4516106,s7431,2023-02-04,,,
SE1274,2240024,s8572,2023-04-19,,,
SE1275,3973515,s3946,2021-01-01,,,
